 42720 607  461   32 JULIANEHAB/QAQORTOQ  GREENLAND     17842013
1784 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1785 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1786 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1787 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1788 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1789 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1790 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1791 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1792 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1793 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1794 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1795 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1796 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1797 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1798 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1799 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1800 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1801 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1802 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1803 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1804 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1805 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1806 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1807 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999   -7  -12
1808  -89  -50  -46 -999 -999 -999 -999 -999 -999 -999  -23  -32
1809  -15  -33  -56   -8   15   25   56   54   36   -8  -15  -80
1810  -82  -83  -28  -28   18   25   56   38   16   -5  -48  -44
1811 -115 -106 -130  -40    3   26   41   43   23 -999  -73  -60
1812  -50  -98  -42 -999 -999 -999 -999 -999 -999 -999 -999 -999
1813 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1814 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1815 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1816 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1817 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1818 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1819 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1820 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1821 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1822 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1823 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1824 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1825 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1826 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1827 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1828 -999 -999 -999 -999 -999 -999 -999 -999 -999    0  -27  -75
1829  -53  -36   12   24 -999 -999 -999 -999 -999 -999  -23  -71
1830  -24  -49  -91  -12 -999 -999 -999 -999 -999 -999 -999 -999
1831 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1832 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1833 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1834 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1835 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1836 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1837 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1838 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1839 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1840 -999 -999 -999   -9   37   61   72   63   32    4  -68  -80
1841  -98  -47  -48  -34   31 -999 -999   75   45   -6  -52  -64
1842  -87 -110  -74    5 -999 -999 -999 -999 -999 -999 -999 -999
1843 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1844 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1845 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1846 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1847 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1848 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1849 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1850 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1851 -999 -999 -999 -999 -999 -999 -999 -999   40   -5   19  -72
1852 -112  -36  -13    4   38   64   82   73 -999 -999 -999 -999
1853 -999 -999 -999 -999   45   59 -999   77   17   13  -75  -47
1854  -78  -95  -84  -18  -14   50   82   77   38   -3   -2  -74
1855  -68  -35  -36  -21   30   54   72   69   32    6  -23  -24
1856  -12    6   -1    7   49   56   78   84   57   -6   19  -33
1857  -60 -124  -48   -1   36   66   75   81   55  -15  -52  -77
1858  -99  -56  -16    3   29   57 -999 -999 -999 -999 -999 -999
1859 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1860 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1861 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1862 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999  -93
